Region;Period;Cause_death;Sex;Age.Group;Obitos_1;Obitos_2;Pop1;Pop2
BR;2019/2022;Respiratory;Male;85;21079;23099;439552;481963
BR;2019/2022;Undefined;Male;85;6776;7750;439552;481963
BR;2019/2023;All_causes;Female;0;15658;14198;1408780;1233924
BR;2019/2023;All_other_causes;Female;0;13298;11756;1408780;1233924
BR;2019/2023;Circulatory;Female;0;146;133;1408780;1233924
BR;2019/2023;Covid;Female;0;2;61;1408780;1233924
BR;2019/2023;External_causes;Female;0;432;531;1408780;1233924
BR;2019/2023;Infec_parasit;Female;0;569;550;1408780;1233924
BR;2019/2023;Neoplasms;Female;0;73;54;1408780;1233924
BR;2019/2023;Pregnancy;Female;0;0;0;1408780;1233924
BR;2019/2023;Respiratory;Female;0;757;800;1408780;1233924
BR;2019/2023;Undefined;Female;0;381;313;1408780;1233924
BR;2019/2023;All_causes;Male;0;19437;17632;1476538;1293317
BR;2019/2023;All_other_causes;Male;0;16556;14554;1476538;1293317
BR;2019/2023;Circulatory;Male;0;197;147;1476538;1293317
BR;2019/2023;Covid;Male;0;5;77;1476538;1293317
BR;2019/2023;External_causes;Male;0;548;629;1476538;1293317
BR;2019/2023;Infec_parasit;Male;0;687;652;1476538;1293317
BR;2019/2023;Neoplasms;Male;0;65;43;1476538;1293317
BR;2019/2023;Pregnancy;Male;0;0;0;1476538;1293317
BR;2019/2023;Respiratory;Male;0;870;1102;1476538;1293317
BR;2019/2023;Undefined;Male;0;509;428;1476538;1293317
BR;2019/2023;All_causes;Female;1;2850;3093;5703153;5319666
BR;2019/2023;All_other_causes;Female;1;996;1053;5703153;5319666
BR;2019/2023;Circulatory;Female;1;115;102;5703153;5319666
BR;2019/2023;Covid;Female;1;1;19;5703153;5319666
BR;2019/2023;External_causes;Female;1;527;587;5703153;5319666
BR;2019/2023;Infec_parasit;Female;1;231;265;5703153;5319666
BR;2019/2023;Neoplasms;Female;1;275;286;5703153;5319666
BR;2019/2023;Pregnancy;Female;1;0;0;5703153;5319666
BR;2019/2023;Respiratory;Female;1;530;622;5703153;5319666
BR;2019/2023;Undefined;Female;1;175;159;5703153;5319666
BR;2019/2023;All_causes;Male;1;3662;3670;5982162;5574335
BR;2019/2023;All_other_causes;Male;1;1289;1186;5982162;5574335
BR;2019/2023;Circulatory;Male;1;135;117;5982162;5574335
BR;2019/2023;Covid;Male;1;1;33;5982162;5574335
BR;2019/2023;External_causes;Male;1;829;873;5982162;5574335
BR;2019/2023;Infec_parasit;Male;1;278;290;5982162;5574335
BR;2019/2023;Neoplasms;Male;1;355;345;5982162;5574335
BR;2019/2023;Pregnancy;Male;1;0;0;5982162;5574335
BR;2019/2023;Respiratory;Male;1;557;627;5982162;5574335
BR;2019/2023;Undefined;Male;1;218;199;5982162;5574335
BR;2019/2023;All_causes;Female;10;1704;1600;7348051;7082501
BR;2019/2023;All_other_causes;Female;10;496;530;7348051;7082501
BR;2019/2023;Circulatory;Female;10;109;96;7348051;7082501
BR;2019/2023;Covid;Female;10;0;6;7348051;7082501
BR;2019/2023;External_causes;Female;10;482;441;7348051;7082501
BR;2019/2023;Infec_parasit;Female;10;90;74;7348051;7082501
BR;2019/2023;Neoplasms;Female;10;285;230;7348051;7082501
BR;2019/2023;Pregnancy;Female;10;14;7;7348051;7082501
BR;2019/2023;Respiratory;Female;10;127;137;7348051;7082501
BR;2019/2023;Undefined;Female;10;101;79;7348051;7082501
BR;2019/2023;All_causes;Male;10;2519;2373;7696334;7433007
BR;2019/2023;All_other_causes;Male;10;606;622;7696334;7433007
BR;2019/2023;Circulatory;Male;10;127;103;7696334;7433007
BR;2019/2023;Covid;Male;10;1;12;7696334;7433007
BR;2019/2023;External_causes;Male;10;1067;889;7696334;7433007
BR;2019/2023;Infec_parasit;Male;10;107;131;7696334;7433007
BR;2019/2023;Neoplasms;Male;10;316;306;7696334;7433007
BR;2019/2023;Pregnancy;Male;10;0;0;7696334;7433007
BR;2019/2023;Respiratory;Male;10;172;204;7696334;7433007
BR;2019/2023;Undefined;Male;10;123;106;7696334;7433007
BR;2019/2023;All_causes;Female;15;3381;3007;7936624;7418395
BR;2019/2023;All_other_causes;Female;15;763;708;7936624;7418395
BR;2019/2023;Circulatory;Female;15;192;184;7936624;7418395
BR;2019/2023;Covid;Female;15;0;11;7936624;7418395
BR;2019/2023;External_causes;Female;15;1305;1227;7936624;7418395
BR;2019/2023;Infec_parasit;Female;15;159;153;7936624;7418395
BR;2019/2023;Neoplasms;Female;15;326;274;7936624;7418395
BR;2019/2023;Pregnancy;Female;15;199;135;7936624;7418395
BR;2019/2023;Respiratory;Female;15;200;170;7936624;7418395
BR;2019/2023;Undefined;Female;15;237;145;7936624;7418395
BR;2019/2023;All_causes;Male;15;13318;10471;8225283;7751015
BR;2019/2023;All_other_causes;Male;15;937;971;8225283;7751015
BR;2019/2023;Circulatory;Male;15;347;308;8225283;7751015
BR;2019/2023;Covid;Male;15;0;14;8225283;7751015
BR;2019/2023;External_causes;Male;15;10529;7960;8225283;7751015
BR;2019/2023;Infec_parasit;Male;15;223;200;8225283;7751015
BR;2019/2023;Neoplasms;Male;15;479;455;8225283;7751015
BR;2019/2023;Pregnancy;Male;15;0;0;8225283;7751015
BR;2019/2023;Respiratory;Male;15;277;261;8225283;7751015
BR;2019/2023;Undefined;Male;15;526;302;8225283;7751015
BR;2019/2023;All_causes;Female;20;4622;4523;8347000;7974090
BR;2019/2023;All_other_causes;Female;20;914;986;8347000;7974090
BR;2019/2023;Circulatory;Female;20;366;311;8347000;7974090
BR;2019/2023;Covid;Female;20;1;25;8347000;7974090
BR;2019/2023;External_causes;Female;20;1733;1721;8347000;7974090
BR;2019/2023;Infec_parasit;Female;20;255;275;8347000;7974090
BR;2019/2023;Neoplasms;Female;20;483;437;8347000;7974090
BR;2019/2023;Pregnancy;Female;20;302;270;8347000;7974090
BR;2019/2023;Respiratory;Female;20;280;258;8347000;7974090
BR;2019/2023;Undefined;Female;20;288;240;8347000;7974090
BR;2019/2023;All_causes;Male;20;20335;18827;8400832;8164085
BR;2019/2023;All_other_causes;Male;20;1229;1314;8400832;8164085
BR;2019/2023;Circulatory;Male;20;650;556;8400832;8164085
BR;2019/2023;Covid;Male;20;2;20;8400832;8164085
BR;2019/2023;External_causes;Male;20;15898;14698;8400832;8164085
BR;2019/2023;Infec_parasit;Male;20;613;564;8400832;8164085
BR;2019/2023;Neoplasms;Male;20;679;591;8400832;8164085
BR;2019/2023;Pregnancy;Male;20;0;0;8400832;8164085
BR;2019/2023;Respiratory;Male;20;425;434;8400832;8164085
BR;2019/2023;Undefined;Male;20;839;650;8400832;8164085
BR;2019/2023;All_causes;Female;25;5281;5910;8272246;8248194
BR;2019/2023;All_other_causes;Female;25;1028;1180;8272246;8248194
BR;2019/2023;Circulatory;Female;25;540;598;8272246;8248194
BR;2019/2023;Covid;Female;25;0;24;8272246;8248194
BR;2019/2023;External_causes;Female;25;1516;1786;8272246;8248194
BR;2019/2023;Infec_parasit;Female;25;405;446;8272246;8248194
BR;2019/2023;Neoplasms;Female;25;823;902;8272246;8248194
BR;2019/2023;Pregnancy;Female;25;340;359;8272246;8248194
BR;2019/2023;Respiratory;Female;25;304;310;8272246;8248194
BR;2019/2023;Undefined;Female;25;325;305;8272246;8248194
BR;2019/2023;All_causes;Male;25;18620;20388;8150148;8190619
BR;2019/2023;All_other_causes;Male;25;1542;1661;8150148;8190619
BR;2019/2023;Circulatory;Male;25;901;1017;8150148;8190619
BR;2019/2023;Covid;Male;25;1;34;8150148;8190619
BR;2019/2023;External_causes;Male;25;12951;14260;8150148;8190619
BR;2019/2023;Infec_parasit;Male;25;991;1100;8150148;8190619
BR;2019/2023;Neoplasms;Male;25;750;827;8150148;8190619
BR;2019/2023;Pregnancy;Male;25;0;0;8150148;8190619
BR;2019/2023;Respiratory;Male;25;557;618;8150148;8190619
BR;2019/2023;Undefined;Male;25;927;871;8150148;8190619
BR;2019/2023;All_causes;Female;30;7243;7446;8493968;8196216
BR;2019/2023;All_other_causes;Female;30;1362;1496;8493968;8196216
BR;2019/2023;Circulatory;Female;30;918;946;8493968;8196216
BR;2019/2023;Covid;Female;30;0;29;8493968;8196216
BR;2019/2023;External_causes;Female;30;1443;1667;8493968;8196216
BR;2019/2023;Infec_parasit;Female;30;615;543;8493968;8196216
BR;2019/2023;Neoplasms;Female;30;1658;1649;8493968;8196216
BR;2019/2023;Pregnancy;Female;30;393;319;8493968;8196216
BR;2019/2023;Respiratory;Female;30;401;425;8493968;8196216
BR;2019/2023;Undefined;Female;30;453;372;8493968;8196216
BR;2019/2023;All_causes;Male;30;19702;20137;8255517;7999287
BR;2019/2023;All_other_causes;Male;30;2326;2346;8255517;7999287
BR;2019/2023;Circulatory;Male;30;1497;1711;8255517;7999287
BR;2019/2023;Covid;Male;30;1;47;8255517;7999287
BR;2019/2023;External_causes;Male;30;11641;11850;8255517;7999287
BR;2019/2023;Infec_parasit;Male;30;1299;1344;8255517;7999287
BR;2019/2023;Neoplasms;Male;30;1005;1057;8255517;7999287
BR;2019/2023;Pregnancy;Male;30;0;0;8255517;7999287
BR;2019/2023;Respiratory;Male;30;711;683;8255517;7999287
BR;2019/2023;Undefined;Male;30;1222;1099;8255517;7999287
BR;2019/2023;All_causes;Female;35;10385;10561;8608339;8508424
BR;2019/2023;All_other_causes;Female;35;2010;2082;8608339;8508424
BR;2019/2023;Circulatory;Female;35;1690;1634;8608339;8508424
BR;2019/2023;Covid;Female;35;1;52;8608339;8508424
BR;2019/2023;External_causes;Female;35;1567;1749;8608339;8508424
BR;2019/2023;Infec_parasit;Female;35;862;764;8608339;8508424
BR;2019/2023;Neoplasms;Female;35;2795;2846;8608339;8508424
BR;2019/2023;Pregnancy;Female;35;323;348;8608339;8508424
BR;2019/2023;Respiratory;Female;35;552;540;8608339;8508424
BR;2019/2023;Undefined;Female;35;585;546;8608339;8508424
BR;2019/2023;All_causes;Male;35;22644;23500;8227095;8189931
BR;2019/2023;All_other_causes;Male;35;3675;3695;8227095;8189931
BR;2019/2023;Circulatory;Male;35;2629;2870;8227095;8189931
BR;2019/2023;Covid;Male;35;0;67;8227095;8189931
BR;2019/2023;External_causes;Male;35;10532;11107;8227095;8189931
BR;2019/2023;Infec_parasit;Male;35;1637;1671;8227095;8189931
BR;2019/2023;Neoplasms;Male;35;1582;1598;8227095;8189931
BR;2019/2023;Pregnancy;Male;35;0;0;8227095;8189931
BR;2019/2023;Respiratory;Male;35;1007;1019;8227095;8189931
BR;2019/2023;Undefined;Male;35;1582;1473;8227095;8189931
BR;2019/2023;All_causes;Female;40;13760;15410;7792313;8465433
BR;2019/2023;All_other_causes;Female;40;2661;3022;7792313;8465433
BR;2019/2023;Circulatory;Female;40;2806;3093;7792313;8465433
BR;2019/2023;Covid;Female;40;1;77;7792313;8465433
BR;2019/2023;External_causes;Female;40;1369;1768;7792313;8465433
BR;2019/2023;Infec_parasit;Female;40;1016;1054;7792313;8465433
BR;2019/2023;Neoplasms;Female;40;4310;4645;7792313;8465433
BR;2019/2023;Pregnancy;Female;40;140;144;7792313;8465433
BR;2019/2023;Respiratory;Female;40;723;895;7792313;8465433
BR;2019/2023;Undefined;Female;40;734;712;7792313;8465433
BR;2019/2023;All_causes;Male;40;25925;29544;7347141;8000280
BR;2019/2023;All_other_causes;Male;40;5084;5719;7347141;8000280
BR;2019/2023;Circulatory;Male;40;4387;4979;7347141;8000280
BR;2019/2023;Covid;Male;40;1;114;7347141;8000280
BR;2019/2023;External_causes;Male;40;8738;10232;7347141;8000280
BR;2019/2023;Infec_parasit;Male;40;1934;2130;7347141;8000280
BR;2019/2023;Neoplasms;Male;40;2551;2751;7347141;8000280
BR;2019/2023;Pregnancy;Male;40;0;0;7347141;8000280
BR;2019/2023;Respiratory;Male;40;1299;1592;7347141;8000280
BR;2019/2023;Undefined;Male;40;1931;2027;7347141;8000280
BR;2019/2023;All_causes;Female;45;17882;19284;6922507;7477692
BR;2019/2023;All_other_causes;Female;45;3495;3943;6922507;7477692
BR;2019/2023;Circulatory;Female;45;4401;4431;6922507;7477692
BR;2019/2023;Covid;Female;45;1;89;6922507;7477692
BR;2019/2023;External_causes;Female;45;1299;1560;6922507;7477692
BR;2019/2023;Infec_parasit;Female;45;1022;1125;6922507;7477692
BR;2019/2023;Neoplasms;Female;45;5622;6208;6922507;7477692
BR;2019/2023;Pregnancy;Female;45;15;15;6922507;7477692
BR;2019/2023;Respiratory;Female;45;1124;1127;6922507;7477692
BR;2019/2023;Undefined;Female;45;903;786;6922507;7477692
BR;2019/2023;All_causes;Male;45;31381;34360;6429381;6966824
BR;2019/2023;All_other_causes;Male;45;6756;7616;6429381;6966824
BR;2019/2023;Circulatory;Male;45;6673;7473;6429381;6966824
BR;2019/2023;Covid;Male;45;2;146;6429381;6966824
BR;2019/2023;External_causes;Male;45;7366;8311;6429381;6966824
BR;2019/2023;Infec_parasit;Male;45;2114;2180;6429381;6966824
BR;2019/2023;Neoplasms;Male;45;4321;4355;6429381;6966824
BR;2019/2023;Pregnancy;Male;45;0;0;6429381;6966824
BR;2019/2023;Respiratory;Male;45;1860;1916;6429381;6966824
BR;2019/2023;Undefined;Male;45;2289;2363;6429381;6966824
BR;2019/2023;All_causes;Female;5;1087;1158;7077260;7119716
BR;2019/2023;All_other_causes;Female;5;370;406;7077260;7119716
BR;2019/2023;Circulatory;Female;5;54;61;7077260;7119716
BR;2019/2023;Covid;Female;5;0;10;7077260;7119716
BR;2019/2023;External_causes;Female;5;218;208;7077260;7119716
BR;2019/2023;Infec_parasit;Female;5;73;73;7077260;7119716
BR;2019/2023;Neoplasms;Female;5;217;187;7077260;7119716
BR;2019/2023;Pregnancy;Female;5;0;0;7077260;7119716
BR;2019/2023;Respiratory;Female;5;89;159;7077260;7119716
BR;2019/2023;Undefined;Female;5;66;54;7077260;7119716
BR;2019/2023;All_causes;Male;5;1388;1398;7429405;7470029
BR;2019/2023;All_other_causes;Male;5;445;469;7429405;7470029
BR;2019/2023;Circulatory;Male;5;52;65;7429405;7470029
BR;2019/2023;Covid;Male;5;0;5;7429405;7470029
BR;2019/2023;External_causes;Male;5;371;345;7429405;7470029
BR;2019/2023;Infec_parasit;Male;5;85;85;7429405;7470029
BR;2019/2023;Neoplasms;Male;5;254;224;7429405;7470029
BR;2019/2023;Pregnancy;Male;5;0;0;7429405;7470029
BR;2019/2023;Respiratory;Male;5;114;130;7429405;7470029
BR;2019/2023;Undefined;Male;5;67;75;7429405;7470029
BR;2019/2023;All_causes;Female;50;24751;25316;6487200;6714889
BR;2019/2023;All_other_causes;Female;50;4880;5205;6487200;6714889
BR;2019/2023;Circulatory;Female;50;6308;6220;6487200;6714889
BR;2019/2023;Covid;Female;50;2;122;6487200;6714889
BR;2019/2023;External_causes;Female;50;1158;1428;6487200;6714889
BR;2019/2023;Infec_parasit;Female;50;1182;1211;6487200;6714889
BR;2019/2023;Neoplasms;Female;50;8258;8335;6487200;6714889
BR;2019/2023;Pregnancy;Female;50;0;5;6487200;6714889
BR;2019/2023;Respiratory;Female;50;1784;1740;6487200;6714889
BR;2019/2023;Undefined;Female;50;1179;1050;6487200;6714889
BR;2019/2023;All_causes;Male;50;42668;43546;5888136;6127370
BR;2019/2023;All_other_causes;Male;50;9301;9624;5888136;6127370
BR;2019/2023;Circulatory;Male;50;10999;11054;5888136;6127370
BR;2019/2023;Covid;Male;50;1;163;5888136;6127370
BR;2019/2023;External_causes;Male;50;6670;7260;5888136;6127370
BR;2019/2023;Infec_parasit;Male;50;2454;2565;5888136;6127370
BR;2019/2023;Neoplasms;Male;50;7590;7314;5888136;6127370
BR;2019/2023;Pregnancy;Male;50;0;0;5888136;6127370
BR;2019/2023;Respiratory;Male;50;2743;2728;5888136;6127370
BR;2019/2023;Undefined;Male;50;2910;2838;5888136;6127370
BR;2019/2023;All_causes;Female;55;33486;34773;5850910;6255579
BR;2019/2023;All_other_causes;Female;55;6644;7164;5850910;6255579
BR;2019/2023;Circulatory;Female;55;8857;8895;5850910;6255579
BR;2019/2023;Covid;Female;55;5;172;5850910;6255579
BR;2019/2023;External_causes;Female;55;1202;1361;5850910;6255579
BR;2019/2023;Infec_parasit;Female;55;1370;1469;5850910;6255579
BR;2019/2023;Neoplasms;Female;55;11007;11666;5850910;6255579
BR;2019/2023;Pregnancy;Female;55;0;2;5850910;6255579
BR;2019/2023;Respiratory;Female;55;2880;2781;5850910;6255579
BR;2019/2023;Undefined;Female;55;1521;1263;5850910;6255579
BR;2019/2023;All_causes;Male;55;54522;57273;5193015;5538849
BR;2019/2023;All_other_causes;Male;55;11479;12743;5193015;5538849
BR;2019/2023;Circulatory;Male;55;15293;15998;5193015;5538849
BR;2019/2023;Covid;Male;55;1;267;5193015;5538849
BR;2019/2023;External_causes;Male;55;5614;6726;5193015;5538849
BR;2019/2023;Infec_parasit;Male;55;2676;2689;5193015;5538849
BR;2019/2023;Neoplasms;Male;55;11881;11264;5193015;5538849
BR;2019/2023;Pregnancy;Male;55;0;0;5193015;5538849
BR;2019/2023;Respiratory;Male;55;4111;4146;5193015;5538849
BR;2019/2023;Undefined;Male;55;3467;3440;5193015;5538849
BR;2019/2023;All_causes;Female;60;43422;46405;4874532;5476616
BR;2019/2023;All_other_causes;Female;60;8884;9598;4874532;5476616
BR;2019/2023;Circulatory;Female;60;12317;12841;4874532;5476616
BR;2019/2023;Covid;Female;60;4;263;4874532;5476616
BR;2019/2023;External_causes;Female;60;1144;1432;4874532;5476616
BR;2019/2023;Infec_parasit;Female;60;1644;1889;4874532;5476616
BR;2019/2023;Neoplasms;Female;60;13101;14324;4874532;5476616
BR;2019/2023;Pregnancy;Female;60;0;0;4874532;5476616
BR;2019/2023;Respiratory;Female;60;4453;4370;4874532;5476616
BR;2019/2023;Undefined;Female;60;1875;1688;4874532;5476616
BR;2019/2023;All_causes;Male;60;66424;71036;4234251;4712064
BR;2019/2023;All_other_causes;Male;60;13219;15211;4234251;4712064
BR;2019/2023;Circulatory;Male;60;20361;21026;4234251;4712064
BR;2019/2023;Covid;Male;60;2;360;4234251;4712064
BR;2019/2023;External_causes;Male;60;4824;5639;4234251;4712064
BR;2019/2023;Infec_parasit;Male;60;2618;3070;4234251;4712064
BR;2019/2023;Neoplasms;Male;60;15601;16150;4234251;4712064
BR;2019/2023;Pregnancy;Male;60;0;0;4234251;4712064
BR;2019/2023;Respiratory;Male;60;5888;5765;4234251;4712064
BR;2019/2023;Undefined;Male;60;3911;3815;4234251;4712064
BR;2019/2023;All_causes;Female;65;52849;58670;3834603;4424233
BR;2019/2023;All_other_causes;Female;65;11404;12813;3834603;4424233
BR;2019/2023;Circulatory;Female;65;15955;17153;3834603;4424233
BR;2019/2023;Covid;Female;65;2;431;3834603;4424233
BR;2019/2023;External_causes;Female;65;1300;1684;3834603;4424233
BR;2019/2023;Infec_parasit;Female;65;2043;2348;3834603;4424233
BR;2019/2023;Neoplasms;Female;65;13976;15748;3834603;4424233
BR;2019/2023;Pregnancy;Female;65;0;0;3834603;4424233
BR;2019/2023;Respiratory;Female;65;5877;6381;3834603;4424233
BR;2019/2023;Undefined;Female;65;2292;2112;3834603;4424233
BR;2019/2023;All_causes;Male;65;74116;83791;3228543;3678399
BR;2019/2023;All_other_causes;Male;65;14889;17389;3228543;3678399
BR;2019/2023;Circulatory;Male;65;23385;25866;3228543;3678399
BR;2019/2023;Covid;Male;65;1;564;3228543;3678399
BR;2019/2023;External_causes;Male;65;4023;4880;3228543;3678399
BR;2019/2023;Infec_parasit;Male;65;2752;3352;3228543;3678399
BR;2019/2023;Neoplasms;Male;65;17551;19237;3228543;3678399
BR;2019/2023;Pregnancy;Male;65;0;0;3228543;3678399
BR;2019/2023;Respiratory;Male;65;7534;8417;3228543;3678399
BR;2019/2023;Undefined;Male;65;3981;4086;3228543;3678399
BR;2019/2023;All_causes;Female;70;59744;68605;2840115;3358242
BR;2019/2023;All_other_causes;Female;70;13664;16121;2840115;3358242
BR;2019/2023;Circulatory;Female;70;18772;20968;2840115;3358242
BR;2019/2023;Covid;Female;70;0;511;2840115;3358242
BR;2019/2023;External_causes;Female;70;1499;1897;2840115;3358242
BR;2019/2023;Infec_parasit;Female;70;2259;2667;2840115;3358242
BR;2019/2023;Neoplasms;Female;70;13267;15685;2840115;3358242
BR;2019/2023;Pregnancy;Female;70;0;0;2840115;3358242
BR;2019/2023;Respiratory;Female;70;7578;8323;2840115;3358242
BR;2019/2023;Undefined;Female;70;2705;2433;2840115;3358242
BR;2019/2023;All_causes;Male;70;76165;88060;2303522;2662432
BR;2019/2023;All_other_causes;Male;70;15212;18553;2303522;2662432
BR;2019/2023;Circulatory;Male;70;24661;27722;2303522;2662432
BR;2019/2023;Covid;Male;70;2;658;2303522;2662432
BR;2019/2023;External_causes;Male;70;3137;4050;2303522;2662432
BR;2019/2023;Infec_parasit;Male;70;2643;3183;2303522;2662432
BR;2019/2023;Neoplasms;Male;70;17177;19471;2303522;2662432
BR;2019/2023;Pregnancy;Male;70;0;0;2303522;2662432
BR;2019/2023;Respiratory;Male;70;9440;10472;2303522;2662432
BR;2019/2023;Undefined;Male;70;3893;3951;2303522;2662432
BR;2019/2023;All_causes;Female;75;69156;76379;1996507;2344518
BR;2019/2023;All_other_causes;Female;75;16656;19433;1996507;2344518
BR;2019/2023;Circulatory;Female;75;22667;23883;1996507;2344518
BR;2019/2023;Covid;Female;75;2;609;1996507;2344518
BR;2019/2023;External_causes;Female;75;1892;2363;1996507;2344518
BR;2019/2023;Infec_parasit;Female;75;2641;3047;1996507;2344518
BR;2019/2023;Neoplasms;Female;75;12135;13793;1996507;2344518
BR;2019/2023;Pregnancy;Female;75;0;0;1996507;2344518
BR;2019/2023;Respiratory;Female;75;9874;10307;1996507;2344518
BR;2019/2023;Undefined;Female;75;3289;2944;1996507;2344518
BR;2019/2023;All_causes;Male;75;76965;85328;1498484;1752057
BR;2019/2023;All_other_causes;Male;75;16075;18754;1498484;1752057
BR;2019/2023;Circulatory;Male;75;25131;27167;1498484;1752057
BR;2019/2023;Covid;Male;75;4;728;1498484;1752057
BR;2019/2023;External_causes;Male;75;2783;3363;1498484;1752057
BR;2019/2023;Infec_parasit;Male;75;2542;3036;1498484;1752057
BR;2019/2023;Neoplasms;Male;75;15506;17156;1498484;1752057
BR;2019/2023;Pregnancy;Male;75;0;0;1498484;1752057
BR;2019/2023;Respiratory;Male;75;11124;11533;1498484;1752057
BR;2019/2023;Undefined;Male;75;3800;3591;1498484;1752057
BR;2019/2023;All_causes;Female;80;78131;84155;1371868;1501717
BR;2019/2023;All_other_causes;Female;80;19909;23031;1371868;1501717
BR;2019/2023;Circulatory;Female;80;25937;26261;1371868;1501717
BR;2019/2023;Covid;Female;80;4;772;1371868;1501717
BR;2019/2023;External_causes;Female;80;2383;2831;1371868;1501717
BR;2019/2023;Infec_parasit;Female;80;2965;3394;1371868;1501717
BR;2019/2023;Neoplasms;Female;80;10526;11653;1371868;1501717
BR;2019/2023;Pregnancy;Female;80;0;0;1371868;1501717
BR;2019/2023;Respiratory;Female;80;12485;12701;1371868;1501717
BR;2019/2023;Undefined;Female;80;3922;3512;1371868;1501717
BR;2019/2023;All_causes;Male;80;71708;78191;927586;1016004
BR;2019/2023;All_other_causes;Male;80;15440;18031;927586;1016004
BR;2019/2023;Circulatory;Male;80;22939;24133;927586;1016004
BR;2019/2023;Covid;Male;80;0;813;927586;1016004
BR;2019/2023;External_causes;Male;80;2473;2896;927586;1016004
BR;2019/2023;Infec_parasit;Male;80;2374;2729;927586;1016004
BR;2019/2023;Neoplasms;Male;80;12720;13569;927586;1016004
BR;2019/2023;Pregnancy;Male;80;0;0;927586;1016004
BR;2019/2023;Respiratory;Male;80;12102;12536;927586;1016004
BR;2019/2023;Undefined;Male;80;3660;3484;927586;1016004
BR;2019/2023;All_causes;Female;85;158098;181224;751658;848711
BR;2019/2023;All_other_causes;Female;85;42852;53152;751658;848711
BR;2019/2023;Circulatory;Female;85;50181;55130;751658;848711
BR;2019/2023;Covid;Female;85;6;1708;751658;848711
BR;2019/2023;External_causes;Female;85;5581;6877;751658;848711
BR;2019/2023;Infec_parasit;Female;85;5802;6757;751658;848711
BR;2019/2023;Neoplasms;Female;85;12864;15051;751658;848711
BR;2019/2023;Pregnancy;Female;85;0;0;751658;848711
BR;2019/2023;Respiratory;Female;85;29986;31796;751658;848711
BR;2019/2023;Undefined;Female;85;10826;10753;751658;848711
BR;2019/2023;All_causes;Male;85;102176;112243;439552;506121
BR;2019/2023;All_other_causes;Male;85;23553;27519;439552;506121
BR;2019/2023;Circulatory;Male;85;31174;32749;439552;506121
BR;2019/2023;Covid;Male;85;3;1330;439552;506121
BR;2019/2023;External_causes;Male;85;3397;4067;439552;506121
BR;2019/2023;Infec_parasit;Male;85;3310;3876;439552;506121
BR;2019/2023;Neoplasms;Male;85;12884;14330;439552;506121
BR;2019/2023;Pregnancy;Male;85;0;0;439552;506121
BR;2019/2023;Respiratory;Male;85;21079;22028;439552;506121
BR;2019/2023;Undefined;Male;85;6776;6344;439552;506121
